🕘️更新时间,#genre#
無線新聞台,http://php.jdshipin.com/smt.php?id=inews_twn$订阅源
無線新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源
無線新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源
無線新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn$订阅源
无线新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe$订阅源
TVB星河,http://cdn9.163189.xyz/smt1.1.php?id=Xinhe$订阅源
千禧经典台,http://php.jdshipin.com/smt.php?id=Tvbclassic$订阅源
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn$订阅源
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp$订阅源
Viutv,http://php.jdshipin.com:8880/TVOD/iptv.php$订阅源
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8$订阅源
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8$订阅源
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$订阅源
凤凰卫视,http://php.jdshipin.com:8880/TVOD/iptv.php$订阅源
凤凰卫视,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8$订阅源
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8$订阅源
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn$订阅源
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn$订阅源
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$订阅源

🐟┃少儿频道,#genre#

🐶┃影视频道,#genre#
CHC家庭影院,https://mursor.ottiptv.cc/migu/644368373.m3u8?migutoken=eda0112e6a1f0fac1c6d7d1bba6e6bf6f4bad80594800fe209a244e76507b80132e671dc1045ca63e497f73f714e92acba8837381116572cad1ef61ce9ddcc4ec333dd4414d08865970e33e630$订阅源
CHC家庭影院,https://mursor.ottiptv.cc/migu/644368373.m3u8?migutoken=eda0112e6a1f0fac1c6d7d1bba6e6bf6f4bad80594800fe209a244e76507b80132e671dc1045ca63e497f73f714e92acba8837381116572cad1ef61ce9ddcc4ec333dd4414d08865970e33e630$订阅源
