🕘️更新时间,#genre#
吉林卫视,http://182.150.23.74:808/hls/35/index.m3u8$订阅源
吉林卫视,http://120.76.248.139/live/bfgd/4200000097.m3u8$订阅源
吉林卫视,http://124.116.183.146/rtp/239.112.205.183:5140$陕西电信组播源-cache:124.116.183.146-组播源
内蒙古卫视,http://8.138.7.223/tv/migu3.php?id=nmws$订阅源
内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8$订阅源
内蒙古卫视,http://183.11.239.36:808/hls/60/index.m3u8$订阅源
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110$订阅源
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110$订阅源
内蒙古卫视,http://124.116.183.146/rtp/239.112.205.55:5140$陕西电信组播源-cache:124.116.183.146-组播源
辽宁卫视,http://8.138.7.223/tv/migu3.php?id=lnws$订阅源
辽宁卫视,http://183.11.239.36:808/hls/47/index.m3u8$订阅源
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058$订阅源
辽宁卫视,http://120.76.248.139/live/bfgd/4200000058.m3u8$订阅源
辽宁卫视,http://124.116.183.146/rtp/239.112.205.73:5140$陕西电信组播源-cache:124.116.183.146-组播源
辽宁卫视,http://139.196.151.191/rtp/239.45.1.123:5140$上海电信组播源-cache:139.196.151.191-组播源
辽宁卫视,http://139.196.151.191/rtp/239.45.1.123:5140$上海电信组播源-cache:139.196.151.191-组播源
宁夏卫视,http://8.138.7.223/tv/migu3.php?id=nxws$订阅源
宁夏卫视,http://1.31.14.70:54321/hls/30/index.m3u8$订阅源
宁夏卫视,http://183.11.239.36:808/hls/106/index.m3u8$订阅源
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118$订阅源
宁夏卫视,http://124.116.183.146/rtp/239.112.205.49:5140$陕西电信组播源-cache:124.116.183.146-组播源
宁夏卫视,http://139.196.151.191/rtp/239.45.1.213:5140$上海电信组播源-cache:139.196.151.191-组播源
青海卫视,http://8.138.7.223/tv/migu3.php?id=qhws$订阅源
青海卫视,http://1.31.14.70:54321/hls/43/index.m3u8$订阅源
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$订阅源
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$订阅源
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://183.11.239.36:808/hls/61/index.m3u8$订阅源
青海卫视,http://ygbh.site/php/bfgd.php?id=111$订阅源
青海卫视,http://124.116.183.146/rtp/239.112.205.53:5140$陕西电信组播源-cache:124.116.183.146-组播源
天津卫视,http://183.11.239.36:808/hls/42/index.m3u8$订阅源
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://ygbh.site/php/bfgd.php?id=084$订阅源
天津卫视,http://124.116.183.146/rtp/239.112.205.74:5140$陕西电信组播源-cache:124.116.183.146-组播源
天津卫视,http://139.196.151.191/rtp/239.45.1.124:5140$上海电信组播源-cache:139.196.151.191-组播源
海南卫视,http://8.138.7.223/tv/migu3.php?id=hinws$订阅源
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8$订阅源
海南卫视,http://ygbh.site/php/bfgd.php?id=473$订阅源
海南卫视,http://124.116.183.146/rtp/239.112.205.50:5140$陕西电信组播源-cache:124.116.183.146-组播源
海南卫视,http://139.196.151.191/rtp/239.45.1.81:5140$上海电信组播源-cache:139.196.151.191-组播源
新疆卫视,http://8.138.7.223/tv/migu3.php?id=xjws$订阅源
新疆卫视,http://1.31.14.70:54321/hls/31/index.m3u8$订阅源
新疆卫视,http://183.11.239.36:808/hls/65/index.m3u8$订阅源
新疆卫视,http://ygbh.site/php/bfgd.php?id=150$订阅源
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://124.116.183.146/rtp/239.112.205.56:5140$陕西电信组播源-cache:124.116.183.146-组播源
新疆卫视,http://139.196.151.191/rtp/239.45.1.116:5140$上海电信组播源-cache:139.196.151.191-组播源
云南卫视,http://8.138.7.223/tv/migu3.php?id=ynws$订阅源
云南卫视,http://1.31.14.70:54321/hls/37/index.m3u8$订阅源
云南卫视,http://183.11.239.36:808/hls/52/index.m3u8$订阅源
云南卫视,http://ygbh.site/php/bfgd.php?id=482$订阅源
云南卫视,http://124.116.183.146/rtp/239.112.205.58:5140$陕西电信组播源-cache:124.116.183.146-组播源
云南卫视,http://124.128.73.58/rtp/239.253.254.196:8000$山东联通组播源-cache:124.128.73.58-组播源
云南卫视,http://139.196.151.191/rtp/239.45.0.4:5140$上海电信组播源-cache:139.196.151.191-组播源
西藏卫视,http://8.138.7.223/tv/migu3.php?id=xzws$订阅源
西藏卫视,http://1.31.14.70:54321/hls/52/index.m3u8$订阅源
西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8$订阅源
西藏卫视,http://ygbh.site/php/bfgd.php?id=121$订阅源
西藏卫视,http://124.116.183.146/rtp/239.112.205.54:5140$陕西电信组播源-cache:124.116.183.146-组播源
西藏卫视,http://139.196.151.191/rtp/239.45.1.231:5140$上海电信组播源-cache:139.196.151.191-组播源
海峡卫视,http://8.138.7.223/tv/migu3.php?id=hxws$订阅源
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8$订阅源
兵团卫视,http://sh.lnott.top:880/dx59.m3u8$订阅源
兵团卫视,http://sh.lnott.top:880/dx59.m3u8$订阅源
兵团卫视,http://8.138.7.223/tv/btws.m3u8$订阅源
兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
兵团卫视,http://183.11.239.36:808/hls/7/index.m3u8$订阅源
兵团卫视,http://ygbh.site/php/bfgd.php?id=124$订阅源
兵团卫视,http://124.116.183.146/rtp/239.112.205.198:5140$陕西电信组播源-cache:124.116.183.146-组播源
兵团卫视,http://139.196.151.191/rtp/239.45.1.117:5140$上海电信组播源-cache:139.196.151.191-组播源
康巴卫视,http://139.196.151.191/rtp/239.45.1.251:5140$上海电信组播源-cache:139.196.151.191-组播源
农林卫视,http://sh.lnott.top:880/dx60.m3u8$订阅源
农林卫视,http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8$订阅源
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
农林卫视,http://ygbh.site/php/bfgd.php?id=122$订阅源
三沙卫视,http://8.138.7.223/tv/hainan.php?id=ssws$订阅源
三沙卫视,http://183.11.239.36:808/hls/76/index.m3u8$订阅源
三沙卫视,http://139.196.151.191/rtp/239.45.1.82:5140$上海电信组播源-cache:139.196.151.191-组播源
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#$订阅源
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#$订阅源
延边卫视,http://ygbh.site/php/bfgd.php?id=117$订阅源

🍓┃湾区频道,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jrys.php$订阅源
翡翠台,https://cdn.iptv8k.top/dl/jrys.php$订阅源
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路11』
翡翠台,http://beishan008.asuscomm.com:8889/bysid/1.m3u8$LR•IPV4『线路11』
凤凰中文,http://58.19.180.108:9981/stream/channelid/1749482778?profile=pass$订阅源
凤凰中文,http://58.19.180.108:9981/stream/channelid/1749482778?profile=pass$订阅源
凤凰中文,http://8.138.7.223/tv/fh.php?id=1$订阅源
凤凰资讯,http://58.19.180.108:9981/stream/channelid/708272803?profile=pass$订阅源
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8$订阅源
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8$订阅源
無線新聞台,https://cdn.iptv8k.top/dl/jspd.php$订阅源
無線新聞台,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8$订阅源
无线新闻台,https://cdn.iptv8k.top/dl/jspd.php$订阅源
无线新闻台,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8$订阅源
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8$订阅源
星空卫视,http://122.53.222.9:9981/stream/channelid/2084767267?profile=pass$订阅源
星空卫视,http://122.53.222.9:9981/stream/channelid/2084767267?profile=pass$订阅源
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8$订阅源
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8$订阅源
东森综合,https://cdn.iptv8k.top/dl/jrys.php$订阅源
东森超视,rtmp://f13h.mine.nu/sat/tv331$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$订阅源
凤凰香港,http://8.138.7.223/tv/fh.php?id=3$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$订阅源
无线新闻,https://cdn.iptv8k.top/dl/jspd.php$订阅源
无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php$订阅源
纬来体育,http://8.138.7.223/【公众号：榴芒电视】/wlty.m3u8$订阅源

🍉┃咪咕频道,#genre#

🐟┃少儿频道,#genre#
动漫秀场,http://www.cdnstv.com:6398/hls/1180/index.m3u8$订阅源
动漫秀场,http://www.cdnstv.com:6398/hls/1180/index.m3u8$订阅源
动漫秀场,http://124.128.73.58/rtp/239.253.254.115:8000$山东联通组播源-cache:124.128.73.58-组播源
动漫秀场,http://139.196.151.191/rtp/239.45.3.134:5140$上海电信组播源-cache:139.196.151.191-组播源
哈哈炫动,http://sh.lnott.top:880/dx89.m3u8$订阅源
哈哈炫动,http://139.196.151.191/rtp/239.45.1.55:5140$上海电信组播源-cache:139.196.151.191-组播源
金鹰卡通,http://sh.lnott.top:880/dx88.m3u8$订阅源
金鹰卡通,http://8.138.7.223/tv/mgtv.php?id=287$订阅源
金鹰卡通,http://125.43.249.94:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://125.43.249.94:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰卡通,http://183.11.239.36:808/hls/69/index.m3u8$订阅源
金鹰卡通,http://www.cdnstv.com:6398/hls/1149/index.m3u8$订阅源
金鹰卡通,http://ygbh.site/php/bfgd.php?id=105$订阅源
金鹰卡通,http://124.116.183.146/rtp/239.112.205.136:5140$陕西电信组播源-cache:124.116.183.146-组播源
优漫卡通,http://8.138.7.223/tv/dl/jstv.php?id=ymkt$订阅源
优漫卡通,http://124.116.183.146/rtp/239.112.205.185:5140$陕西电信组播源-cache:124.116.183.146-组播源
广东少儿,http://183.11.239.36:808/hls/175/index.m3u8$订阅源

🐶┃影视频道,#genre#
CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass$订阅源
CHC动作电影,http://8.138.7.223/tv/migu3.php?id=chcdzdy$订阅源
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass$订阅源
CHC家庭影院,http://8.138.7.223/tv/migu3.php?id=chcjtdy$订阅源
靖天映画,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv055/index.m3u8?proxy=true$订阅源
靖天映画,http://tw-ty-line-11-1-5.sudatech.store:20319/4gtv-4gtv055/index.m3u8?proxy=true$订阅源
